Name	Length	Orientation	L_END	R_END	Cs	
lpp_ldtE	63	Convergent	1757658	1757720	37.87	
ldtE_sufE	148	Codirectional-	1758726	1758873	37.89	
sufE_sufS	12	Codirectional-	1759291	1759302	37.90	
sufS_sufC	1242	Codirectional-	1760524	1761765	37.93	
sufC_sufB	9	Codirectional-	1762513	1762521	37.97	
sufB_sufA	8	Codirectional-	1764010	1764017	38.00	
sufA_rydB	326	Codirectional-	1764387	1764712	38.01	
rydB_ydiH	153	Codirectional-	1764781	1764933	38.02	
ydiH_menI	99	Codirectional-	1765123	1765221	38.03	
menI_ydiK	3441	Divergent	1765633	1769073	38.04	
ydiK_rprA	185	Codirectional+	1770187	1770371	38.14	
rprA_ydiL	137	Codirectional+	1770478	1770614	38.14	
ydiL_ydiM	99	Codirectional+	1770972	1771070	38.15	
ydiM_ydiN	226	Codirectional+	1772286	1772511	38.18	
ydiN_ydiB	11	Codirectional+	1773778	1773788	38.21	
ydiB_aroD	30	Codirectional+	1774656	1774685	38.23	
aroD_ydiF	142	Codirectional+	1775445	1775586	38.25	
ydiF_ydiO	13	Codirectional+	1777183	1777195	38.29	
ydiO_ydiP	42	Convergent	1778348	1778389	38.31	
ydiP_ydiQ	315	Divergent	1779302	1779616	38.33	
ydiQ_ydiR	19	Codirectional+	1780382	1780400	38.36	
ydiR_ydiS	55	Codirectional+	1781340	1781394	38.38	
ydiS_fadK	346	Codirectional+	1782685	1783030	38.41	
fadK_ppsA	56	Convergent	1784678	1784733	38.45	
ppsA_ppsR	332	Divergent	1787113	1787444	38.50	
ppsR_aroH	156	Codirectional+	1788279	1788434	38.53	
aroH_ydiE	131	Codirectional+	1789482	1789612	38.55	
ydiE_ydiU	3	Convergent	1789805	1789807	38.56	
ydiU_ydiV	62	Codirectional-	1791245	1791306	38.59	
ydiV_nlpC	246	Codirectional-	1792021	1792266	38.61	
nlpC_btuD	77	Codirectional-	1792732	1792808	38.62	
btuD_btuC	613	Codirectional-	1793559	1794171	38.64	
btuC_ihfA	100	Codirectional-	1795153	1795252	38.67	
ihfA_pheT	4	Codirectional-	1795553	1795556	38.68	
pheT_pheS	14	Codirectional-	1797945	1797958	38.74	
pheS_pheM	283	Codirectional-	1798943	1799225	38.76	
pheM_rplT	122	Codirectional-	1799271	1799392	38.76	
rplT_rpmI	52	Codirectional-	1799750	1799801	38.77	
rpmI_infC	96	Codirectional-	1800000	1800095	38.78	
infC_thrS	3	Codirectional-	1800639	1800641	38.79	
thrS_arpB'	523	Divergent	1802571	1803093	38.83	
arpB'_yniD	171	Codirectional+	1804994	1805164	38.89	
yniD_ydiY	52	Convergent	1805273	1805324	38.89	
ydiY_pfkB	286	Divergent	1806084	1806369	38.91	
pfkB_ydiZ	100	Codirectional+	1807300	1807399	38.94	
ydiZ_yniA	105	Codirectional+	1807691	1807795	38.94	
yniA_yniB	40	Convergent	1808657	1808696	38.97	
yniB_yniC	146	Divergent	1809234	1809379	38.98	
yniC_ydjM	162	Codirectional+	1810049	1810210	39.00	
ydjM_ydjN	132	Codirectional+	1810802	1810933	39.01	
ydjN_ydjO	3	Convergent	1812326	1812328	39.04	
ydjO_cedA	288	Codirectional-	1813133	1813420	39.06	
cedA_katE	203	Divergent	1813664	1813866	39.07	
katE_chbG	257	Convergent	1816129	1816385	39.13	
chbG_chbF	12	Codirectional-	1817136	1817147	39.15	
chbF_chbR	104	Codirectional-	1818501	1818604	39.18	
chbR_chbA	7	Codirectional-	1819448	1819454	39.20	
chbA_chbC	50	Codirectional-	1819806	1819855	39.21	
chbC_chbB	84	Codirectional-	1821215	1821298	39.24	
chbB_osmE	298	Codirectional-	1821620	1821917	39.25	
osmE_nadE	201	Divergent	1822257	1822457	39.26	
nadE_cho	229	Codirectional+	1823286	1823514	39.28	
cho_spy	737	Convergent	1824403	1825139	39.31	
spy_astE	329	Codirectional-	1825626	1825954	39.33	
astE_astD	1332	Codirectional-	1826924	1828255	39.36	
astD_astC	1027	Codirectional-	1829735	1830761	39.42	
astC_xthA	445	Divergent	1831983	1832427	39.47	
xthA_ydjX	166	Codirectional+	1833235	1833400	39.50	
ydjX_ydjY	4	Codirectional+	1834112	1834115	39.51	
ydjY_ydjZ	14	Codirectional+	1834794	1834807	39.53	
ydjZ_ynjB	557	Codirectional+	1835516	1836072	39.54	
ynjB_ynjD	1507	Codirectional+	1837240	1838746	39.58	
ynjD_ynjE	66	Codirectional+	1839401	1839466	39.63	
ynjE_ynjF	8	Convergent	1840775	1840782	39.66	
ynjF_nudG	86	Divergent	1841404	1841489	39.67	
nudG_gdhA	473	Codirectional+	1841898	1842370	39.68	
gdhA_ynjI	116	Convergent	1843715	1843830	39.72	
ynjI_topB	127	Codirectional-	1844872	1844998	39.75	
topB_selD	4	Codirectional-	1846961	1846964	39.79	
selD_ydjA	116	Codirectional-	1848009	1848124	39.81	
ydjA_sppA	160	Divergent	1848677	1848836	39.83	
sppA_ansA	166	Codirectional+	1850694	1850859	39.87	
ansA_pncA	10	Codirectional+	1851877	1851886	39.90	
pncA_ydjE	92	Convergent	1852529	1852620	39.91	
ydjE_ydjF	116	Codirectional-	1853980	1854095	39.94	
ydjF_ydjG	136	Codirectional-	1854855	1854990	39.96	
ydjG_ydjH	9	Codirectional-	1855972	1855980	39.99	
ydjH_ydjI	4	Codirectional-	1856929	1856932	40.01	
ydjI_ydjJ	20	Codirectional-	1857770	1857789	40.02	
ydjJ_ydjK	16	Codirectional-	1858834	1858849	40.05	
ydjK_ydjL	26	Codirectional-	1860230	1860255	40.08	
ydjL_yeaC	369	Codirectional-	1861333	1861701	40.10	
yeaC_msrB	41	Codirectional-	1861975	1862015	40.11	
msrB_gapA	341	Divergent	1862430	1862770	40.12	
gapA_yeaD	83	Codirectional+	1863767	1863849	40.15	
yeaD_yeaE	47	Convergent	1864735	1864781	40.17	
yeaE_mipA	89	Codirectional-	1865637	1865725	40.19	
mipA_yeaG	435	Divergent	1866473	1866907	40.21	
yeaG_yeaH	112	Codirectional+	1868843	1868954	40.26	
yeaH_yeaI	146	Codirectional+	1870239	1870384	40.29	
yeaI_yeaJ	180	Codirectional+	1871861	1872040	40.33	
yeaJ_yeaK	42	Codirectional+	1873532	1873573	40.36	
yeaK_yoaI	0	Convergent	NULL	NULL	40.38	
yoaI_yeaL	169	Divergent	1874183	1874351	40.38	
yeaL_yeaN	874	Codirectional+	1874799	1875672	40.39	
yeaN_yeaO	54	Codirectional+	1876855	1876908	40.44	
yeaO_yoaF	21	Convergent	1877257	1877277	40.44	
yoaF_yeaP	182	Divergent	1877533	1877714	40.45	
yeaP_yoaK	32	Codirectional+	1878741	1878772	40.48	
yoaK_yoaJ	2	Codirectional+	1878872	1878873	40.48	
yoaJ_yeaQ	58	Convergent	1878949	1879006	40.48	
yeaQ_yoaG	147	Codirectional-	1879256	1879402	40.49	
yoaG_yeaR	3	Codirectional-	1879586	1879588	40.49	
yeaR_leuE	172	Codirectional-	1879949	1880120	40.50	
leuE_dmlR	126	Codirectional-	1880760	1880885	40.52	
dmlR_dmlA	102	Divergent	1881810	1881911	40.54	
dmlA_yeaV	190	Codirectional+	1882998	1883187	40.57	
yeaV_yeaW	31	Codirectional+	1884634	1884664	40.60	
yeaW_yeaX	55	Codirectional+	1885790	1885844	40.63	
yeaX_rnd	53	Convergent	1886811	1886863	40.65	
rnd_fadD	69	Codirectional-	1887992	1888060	40.68	
fadD_yeaY	204	Codirectional-	1889747	1889950	40.71	
yeaY_tsaB	39	Codirectional-	1890533	1890571	40.73	
tsaB_yoaA	57	Codirectional-	1891268	1891324	40.75	
yoaA_yoaB	131	Divergent	1893236	1893366	40.79	
yoaB_yoaC	421	Codirectional+	1893712	1894132	40.80	
yoaC_yoaH	119	Convergent	1894433	1894551	40.81	
yoaH_pabB	73	Divergent	1894732	1894804	40.82	
pabB_nudL	3	Codirectional+	1896167	1896169	40.85	
nudL_sdaA	183	Codirectional+	1896749	1896931	40.86	
sdaA_yoaD	130	Codirectional+	1898297	1898426	40.90	
yoaD_yoaE	3	Convergent	1900026	1900028	40.93	
yoaE_manX	462	Divergent	1901586	1902047	40.97	
manX_manY	62	Codirectional+	1903020	1903081	41.00	
manY_manZ	12	Codirectional+	1903883	1903894	41.02	
manZ_yobD	54	Codirectional+	1904747	1904800	41.04	
yobD_mntP	428	Codirectional+	1905260	1905687	41.05	
mntP_cspC	971	Convergent	1906255	1907225	41.07	
cspC_yobF	12	Codirectional-	1907436	1907447	41.09	
yobF_yebO	669	Codirectional-	1907592	1908260	41.10	
yebO_mgrB	74	Codirectional-	1908549	1908622	41.12	
mgrB_yobH	158	Divergent	1908767	1908924	41.12	
yobH_kdgR	143	Convergent	1909165	1909307	41.13	
kdgR_yebQ	176	Divergent	1910100	1910275	41.15	
yebQ_htpX	45	Convergent	1911650	1911694	41.18	
htpX_prc	191	Codirectional-	1912577	1912767	41.20	
prc_proQ	19	Codirectional-	1914817	1914835	41.25	
proQ_msrC	96	Codirectional-	1915535	1915630	41.27	
msrC_yebS	129	Divergent	1916129	1916257	41.28	
yebS_rsmF	2681	Codirectional+	1917542	1920222	41.31	
rsmF_yebV	117	Codirectional+	1921663	1921779	41.40	
yebV_yebW	104	Codirectional+	1922017	1922120	41.41	
yebW_pphA	0	Convergent	NULL	NULL	41.41	
pphA_ryeA	96	Divergent	1922970	1923065	41.43	
ryeA_yebY	50	Convergent	1923315	1923364	41.44	
yebY_yebZ	12	Codirectional-	1923707	1923718	41.44	
yebZ_yobA	3	Codirectional-	1924592	1924594	41.46	
yobA_holE	138	Divergent	1924970	1925107	41.47	
holE_yobB	101	Codirectional+	1925339	1925439	41.48	
yobB_exoX	23	Codirectional+	1926097	1926119	41.50	
exoX_yebE	2265	Convergent	1926783	1929047	41.51	
yebE_yebF	326	Codirectional-	1929708	1930033	41.57	
yebF_yebG	66	Codirectional-	1930391	1930456	41.59	
yebG_purT	133	Divergent	1930748	1930880	41.60	
purT_eda	55	Convergent	1932060	1932114	41.62	
eda_edd	36	Codirectional-	1932757	1932792	41.64	
edd_zwf	234	Codirectional-	1934605	1934838	41.68	
zwf_yebK	337	Divergent	1936315	1936651	41.72	
yebK_pykA	127	Codirectional+	1937522	1937648	41.74	
pykA_lpxM	130	Convergent	1939092	1939221	41.78	
lpxM_mepM	119	Codirectional-	1940194	1940312	41.80	
mepM_znuA	15	Codirectional-	1941636	1941650	41.83	
znuA_znuC	78	Divergent	1942584	1942661	41.85	
znuC_ruvB	928	Convergent	1943418	1944345	41.87	
ruvB_ruvA	8	Codirectional-	1945357	1945364	41.91	
ruvA_yobI	138	Codirectional-	1945977	1946114	41.92	
yobI_yebB	70	Divergent	1946181	1946250	41.93	
yebB_ruvC	1	Convergent	1946854	1946854	41.94	
ruvC_yebC	34	Codirectional-	1947377	1947410	41.95	
yebC_nudB	28	Codirectional-	1948152	1948179	41.97	
nudB_aspS	117	Codirectional-	1948633	1948749	41.98	
aspS_yecD	309	Divergent	1950523	1950831	42.02	
yecD_yecN	867	Codirectional+	1951399	1952265	42.04	
yecN_cmoA	40	Codirectional+	1952662	1952701	42.07	
cmoA_torZ	1132	Convergent	1953446	1954577	42.09	
torZ_torY	24	Codirectional-	1957008	1957031	42.16	
torY_cutC	387	Codirectional-	1958133	1958519	42.19	
cutC_yecM	13	Codirectional-	1959267	1959279	42.21	
yecM_argS	215	Divergent	1959847	1960061	42.22	
argS_yecT	176	Codirectional+	1961796	1961971	42.27	
yecT_flhE	119	Convergent	1962461	1962579	42.28	
flhE_flhB	2070	Codirectional-	1962973	1965042	42.29	
flhB_cheZ	201	Codirectional-	1966192	1966392	42.36	
cheZ_cheY	10	Codirectional-	1967038	1967047	42.38	
cheY_cheB	14	Codirectional-	1967438	1967451	42.39	
cheB_cheR	2	Codirectional-	1968502	1968503	42.41	
cheR_tap	18	Codirectional-	1969365	1969382	42.43	
tap_tar	45	Codirectional-	1970985	1971029	42.46	
tar_cheW	144	Codirectional-	1972692	1972835	42.50	
cheW_cheA	20	Codirectional-	1973340	1973359	42.51	
cheA_motB	4	Codirectional-	1975325	1975328	42.56	
motB_flhC	1010	Codirectional-	1976256	1977265	42.58	
flhC_flhD	2	Codirectional-	1977845	1977846	42.61	
flhD_insB1	320	Codirectional-	1978198	1978517	42.62	
insB1_uspC	731	Divergent	1979022	1979752	42.64	
uspC_otsA	6	Convergent	1980182	1980187	42.66	
otsA_araH	941	Codirectional-	1981613	1982553	42.69	
araH_araG	14	Codirectional-	1983541	1983554	42.73	
araG_araF	69	Codirectional-	1985070	1985138	42.77	
araF_ftnB	796	Divergent	1986129	1986924	42.79	
ftnB_yecJ	78	Convergent	1987429	1987506	42.82	
yecJ_azuC	114	Codirectional-	1987759	1987872	42.82	
azuC_yecR	262	Divergent	1987960	1988221	42.83	
yecR_ftnA	170	Codirectional+	1988546	1988715	42.84	
ftnA_yecH	37	Convergent	1989214	1989250	42.86	
yecH_tyrP	190	Divergent	1989491	1989680	42.86	
tyrP_yecA	61	Convergent	1990893	1990953	42.89	
yecA_leuZ	195	Codirectional-	1991620	1991814	42.91	
leuZ_cysT	12	Codirectional-	1991902	1991913	42.91	
cysT_glyW	54	Codirectional-	1991988	1992041	42.92	
glyW_pgsA	151	Codirectional-	1992118	1992268	42.92	
pgsA_uvrC	56	Codirectional-	1992818	1992873	42.93	
uvrC_yecF	1111	Divergent	1994707	1995817	42.97	
yecF_sdiA	67	Convergent	1996043	1996109	43.00	
sdiA_yecC	229	Codirectional-	1996833	1997061	43.02	
yecC_dcyD	679	Codirectional-	1997815	1998493	43.04	
dcyD_fliY	104	Codirectional-	1999481	1999584	43.08	
fliY_fliZ	87	Codirectional-	2000386	2000472	43.10	
fliZ_fliA	45	Codirectional-	2001025	2001069	43.11	
fliA_fliC	320	Codirectional-	2001790	2002109	43.13	
fliC_fliD	265	Divergent	2003607	2003871	43.17	
fliD_fliS	24	Codirectional+	2005279	2005302	43.20	
fliS_amyA	442	Codirectional+	2005714	2006155	43.21	
amyA_yedD	33	Convergent	2007644	2007676	43.25	
yedD_yedE	186	Divergent	2008091	2008276	43.26	
yedE_yedK	338	Codirectional+	2009483	2009820	43.29	
yedK_yedL	110	Codirectional+	2010490	2010599	43.31	
yedL_yedN'	143	Convergent	2011080	2011222	43.33	
yedN'_intG'	150	Divergent	2012352	2012501	43.35	
intG'_fliE	36	Convergent	2012664	2012699	43.36	
fliE_fliF	214	Divergent	2013015	2013228	43.37	
fliF_fliH	980	Codirectional+	2014888	2015867	43.41	
fliH_fliJ	1391	Codirectional+	2016555	2017945	43.44	
fliJ_fliL	1228	Codirectional+	2018390	2019617	43.48	
fliL_fliM	4	Codirectional+	2020083	2020086	43.52	
fliM_fliO	412	Codirectional+	2021092	2021503	43.54	
fliO_fliQ	746	Codirectional+	2021870	2022615	43.56	
fliQ_fliR	7	Codirectional+	2022886	2022892	43.58	
fliR_rcsA	289	Codirectional+	2023679	2023967	43.60	
rcsA_dsrB	43	Convergent	2024592	2024634	43.62	
dsrB_yodD	162	Divergent	2024824	2024985	43.62	
yodD_dsrA	13	Convergent	2025214	2025226	43.63	
dsrA_yedP	197	Divergent	2025314	2025510	43.63	
yedP_yodC	1861	Convergent	2026327	2028187	43.66	
yodC_yedI	78	Codirectional-	2028371	2028448	43.70	
yedI_yedA	172	Divergent	2029367	2029538	43.72	
yedA_dcm	439	Convergent	2030460	2030898	43.74	
dcm_yedJ	66	Codirectional-	2032318	2032383	43.78	
yedJ_yedR	39	Codirectional-	2033080	2033118	43.80	
yedR_rseX	164	Divergent	2033485	2033648	43.81	
rseX_yedS'	311	Codirectional+	2033740	2034050	43.82	
yedS'_hchA	591	Codirectional+	2035244	2035834	43.85	
hchA_yedV	107	Convergent	2036687	2036793	43.88	
yedV_hiuH	803	Divergent	2038153	2038955	43.91	
hiuH_yedY	108	Codirectional+	2039370	2039477	43.94	
yedY_yedZ	0	Codirectional+	NULL	NULL	43.96	
yedZ_zinT	256	Codirectional+	2041119	2041374	43.97	
zinT_yodB	342	Codirectional+	2042026	2042367	43.99	
yodB_serU	569	Convergent	2042899	2043467	44.01	
serU_mtfA	93	Divergent	2043558	2043650	44.03	
mtfA_asnT	100	Codirectional+	2044449	2044548	44.05	
asnT_yeeJ	313	Codirectional+	2044625	2044937	44.05	
yeeJ_yeeL'	261	Convergent	2052015	2052275	44.21	
yeeL'_shiA	314	Divergent	2053329	2053642	44.24	
shiA_amn	101	Codirectional+	2054960	2055060	44.27	
amn_yeeN	342	Codirectional+	2056516	2056857	44.31	
yeeN_asnW	452	Convergent	2057575	2058026	44.33	
asnW_yeeO	100	Codirectional-	2058103	2058202	44.34	
yeeO_asnU	160	Divergent	2059691	2059850	44.37	
asnU_cbl	37	Convergent	2059927	2059963	44.38	
cbl_nac	101	Codirectional-	2060915	2061015	44.40	
nac_asnV	326	Divergent	2061934	2062259	44.42	
asnV_ldtA	55	Convergent	2062336	2062390	44.43	
ldtA_cobT	64	Codirectional-	2063324	2063387	44.45	
cobT_cobS	11	Codirectional-	2064468	2064478	44.48	
cobS_yeeH'	845	Codirectional-	2065223	2066067	44.49	
yeeH'_insH1	150	Codirectional-	2066155	2066304	44.51	
insH1_yoeG'	38	Codirectional-	2067322	2067359	44.54	
yoeG'_yoeH'	368	Codirectional-	2067893	2068260	44.55	
yoeH'_yoeA'	215	Divergent	2068420	2068634	44.56	
yoeA'_insD1	11	Convergent	2068941	2068951	44.57	
insD1_yoeA'	419	Divergent	2069858	2070276	44.59	
yoeA'_yeeP'	185	Codirectional+	2070475	2070659	44.61	
yeeP'_isrC	105	Codirectional+	2071212	2071316	44.62	
isrC_flu	27	Codirectional+	2071512	2071538	44.63	
flu_yeeR	120	Codirectional+	2074659	2074778	44.70	
yeeR_yeeT	505	Codirectional+	2076312	2076816	44.73	
yeeT_cbeA	73	Codirectional+	2077039	2077111	44.75	
cbeA_cbtA	88	Codirectional+	2077481	2077568	44.76	
cbtA_yoeD'	605	Convergent	2077944	2078548	44.77	
yoeD'_yoeF'	68	Divergent	2078678	2078745	44.78	
yoeF'_yeeX	100	Convergent	2078932	2079031	44.79	
yeeX_yeeA	171	Codirectional-	2079362	2079532	44.80	
yeeA_sbmC	197	Codirectional-	2080592	2080788	44.82	
sbmC_dacD	118	Codirectional-	2081263	2081380	44.84	
dacD_sbcB	208	Divergent	2082548	2082755	44.87	
sbcB_yeeD	42	Convergent	2084184	2084225	44.90	
yeeD_yeeE	13	Codirectional-	2084454	2084466	44.91	
yeeE_plaP	178	Codirectional-	2085526	2085703	44.93	
plaP_yeeY	266	Codirectional-	2087063	2087328	44.96	
yeeY_yeeZ	45	Codirectional-	2088259	2088303	44.99	
yeeZ_yoeB	82	Codirectional-	2089129	2089210	45.01	
yoeB_hisL	530	Divergent	2089466	2089995	45.02	
hisL_hisG	145	Codirectional+	2090047	2090191	45.03	
hisG_hisD	5	Codirectional+	2091092	2091096	45.05	
hisD_hisB	1066	Codirectional+	2092402	2093467	45.08	
hisB_hisA	589	Codirectional+	2094536	2095124	45.12	
hisA_hisI	751	Codirectional+	2095863	2096613	45.15	
hisI_wzzB	95	Convergent	2097226	2097320	45.18	
wzzB_ugd	145	Codirectional-	2098302	2098446	45.21	
ugd_gnd	248	Codirectional-	2099614	2099861	45.23	
gnd_wbbL'	127	Codirectional-	2101269	2101395	45.27	
wbbL'_insH1	150	Codirectional-	2101745	2101894	45.28	
insH1_wbbL'	32	Codirectional-	2102912	2102943	45.31	
wbbL'_wbbK	1	Codirectional-	2103390	2103390	45.32	
wbbK_wbbI	555	Codirectional-	2104510	2105064	45.34	
wbbI_wbbH	2	Codirectional-	2106058	2106059	45.37	
wbbH_wzxB	1110	Codirectional-	2107227	2108336	45.40	
wzxB_rfbA	553	Codirectional-	2109585	2110137	45.45	
rfbA_rfbD	57	Codirectional-	2111020	2111076	45.48	
rfbD_wcaN	1457	Codirectional-	2111977	2113433	45.50	
wcaN_wcaM	174	Codirectional-	2114328	2114501	45.55	
wcaM_wcaL	10	Codirectional-	2115897	2115906	45.58	
wcaL_wzxC	1552	Codirectional-	2117128	2118679	45.61	
wzxC_wcaJ	1	Codirectional-	2120159	2120159	45.68	
wcaJ_cpsG	54	Codirectional-	2121555	2121608	45.71	
cpsG_cpsB	104	Codirectional-	2122980	2123083	45.74	
cpsB_wcaI	2	Codirectional-	2124521	2124522	45.77	
wcaI_wcaG	478	Codirectional-	2125747	2126224	45.80	
wcaG_gmd	2	Codirectional-	2127191	2127192	45.83	
gmd_wcaF	25	Codirectional-	2128315	2128339	45.85	
wcaF_wcaE	15	Codirectional-	2128889	2128903	45.86	
wcaE_wcaD	10	Codirectional-	2129651	2129660	45.88	
wcaD_wcaB	1188	Codirectional-	2130879	2132066	45.91	
wcaB_wcaA	2	Codirectional-	2132556	2132557	45.94	
wcaA_wzc	92	Codirectional-	2133398	2133489	45.96	
wzc_wzb	2	Codirectional-	2135653	2135654	46.01	
wzb_wza	5	Codirectional-	2136099	2136103	46.02	
wza_yegH	658	Divergent	2137244	2137901	46.04	
yegH_asmA	273	Convergent	2139486	2139758	46.09	
asmA_dcd	21	Codirectional-	2141613	2141633	46.14	
dcd_udk	91	Codirectional-	2142216	2142306	46.15	
udk_yegE	317	Divergent	2142949	2143265	46.17	
yegE_alkA	108	Convergent	2146584	2146691	46.25	
alkA_yegD	133	Divergent	2147541	2147673	46.27	
yegD_yegI	12	Convergent	2149027	2149038	46.30	
yegI_yegJ	199	Divergent	2150986	2151184	46.34	
yegJ_yegK	64	Convergent	2151647	2151710	46.36	
yegK_sibA	836	Divergent	2152473	2153308	46.37	
sibA_sibB	192	Codirectional+	2153452	2153643	46.39	
sibB_mdtA	236	Codirectional+	2153780	2154015	46.40	
mdtA_mdtC	3122	Codirectional+	2155264	2158385	46.43	
mdtC_iceT	0	Codirectional+	NULL	NULL	46.57	
iceT_baeR	1396	Codirectional+	2162880	2164275	46.60	
baeR_yegP	190	Codirectional+	2164999	2165188	46.64	
yegP_yegQ	146	Codirectional+	2165522	2165667	46.65	
yegQ_cyaR	84	Codirectional+	2167030	2167113	46.69	
cyaR_ogrK	101	Convergent	2167201	2167301	46.69	
ogrK_yegZ'	81	Codirectional-	2167521	2167601	46.70	
yegZ'_yegR	174	Codirectional-	2167815	2167988	46.70	
yegR_yegS	405	Divergent	2168307	2168711	46.71	
yegS_gatR'	81	Convergent	2169612	2169692	46.74	
gatR'_insE1	68	Divergent	2170168	2170235	46.75	
insE1_gatR'	893	Convergent	2170536	2171428	46.76	
gatR'_gatD	105	Codirectional-	2171728	2171832	46.79	
gatD_gatC'	47	Codirectional-	2172874	2172920	46.81	
gatC'_gatB	3	Codirectional-	2174279	2174281	46.84	
gatB_gatA	30	Codirectional-	2174567	2174596	46.85	
gatA_gatZ	9	Codirectional-	2175050	2175058	46.86	
gatZ_gatY	28	Codirectional-	2176322	2176349	46.89	
gatY_fbaB	307	Codirectional-	2177205	2177511	46.91	
fbaB_yegT	256	Divergent	2178565	2178820	46.94	
yegT_yegV	997	Codirectional+	2180099	2181095	46.97	
yegV_yegX	771	Convergent	2182062	2182832	47.01	
yegX_thiD	64	Codirectional-	2183652	2183715	47.04	
thiD_rcnR	1007	Codirectional-	2184517	2185523	47.06	
rcnR_rcnA	120	Divergent	2185797	2185916	47.09	
rcnA_rcnB	218	Codirectional+	2186742	2186959	47.11	
rcnB_yehA	81	Convergent	2187299	2187379	47.12	
yehA_yehB	15	Codirectional-	2188415	2188429	47.15	
yehB_yehC	15	Codirectional-	2190911	2190925	47.20	
yehC_yehD	34	Codirectional-	2191646	2191679	47.22	
yehD_yehE	292	Codirectional-	2192223	2192514	47.23	
yehE_mrp	262	Codirectional-	2192797	2193058	47.24	
mrp_metG	131	Divergent	2194169	2194299	47.27	
metG_yehH'	140	Codirectional+	2196334	2196473	47.32	
yehH'_yehI	9	Codirectional+	2200270	2200278	47.40	
yehI_yehK	60	Codirectional+	2203912	2203971	47.48	
yehK_yehL	306	Codirectional+	2204290	2204595	47.49	
yehL_yehM	10	Codirectional+	2205685	2205694	47.52	
yehM_yehQ'	1125	Codirectional+	2207975	2209099	47.57	
yehQ'_yehR	124	Codirectional+	2211101	2211224	47.64	
yehR_yehS	39	Convergent	2211687	2211725	47.65	
yehS_yehT	46	Codirectional-	2212197	2212242	47.66	
yehT_mlrA	1903	Divergent	2212963	2214865	47.68	
mlrA_yohO	59	Codirectional+	2215598	2215656	47.73	
yohO_yehX	716	Convergent	2215765	2216480	47.74	
yehX_osmF	1156	Codirectional-	2217408	2218563	47.77	
osmF_bglX	210	Codirectional-	2219482	2219691	47.82	
bglX_dld	195	Divergent	2221990	2222184	47.87	
dld_pbpG	37	Convergent	2223901	2223937	47.91	
pbpG_yohC	173	Codirectional-	2224871	2225043	47.93	
yohC_yohD	169	Divergent	2225632	2225800	47.95	
yohD_yohF	129	Convergent	2226380	2226508	47.97	
yohF_mdtQ'	52	Codirectional-	2227271	2227322	47.98	
mdtQ'_yohP	223	Divergent	2228759	2228981	48.02	
yohP_dusC	372	Convergent	2229066	2229437	48.02	
dusC_yohJ	238	Divergent	2230386	2230623	48.05	
yohJ_cdd	821	Codirectional+	2231023	2231843	48.07	
cdd_sanA	149	Codirectional+	2232729	2232877	48.10	
sanA_yeiS	2	Codirectional+	2233598	2233599	48.12	
yeiS_preT	193	Codirectional+	2233840	2234032	48.13	
preT_mglC	1471	Convergent	2235272	2236742	48.16	
mglC_mglA	15	Codirectional-	2237754	2237768	48.21	
mglA_mglB	60	Codirectional-	2239290	2239349	48.24	
mglB_galS	279	Codirectional-	2240349	2240627	48.27	
galS_yeiB	141	Codirectional-	2241669	2241809	48.29	
yeiB_folE	16	Codirectional-	2242968	2242983	48.32	
folE_yeiG	257	Divergent	2243653	2243909	48.34	
yeiG_cirA	31	Convergent	2244747	2244777	48.36	
cirA_lysP	293	Codirectional-	2246770	2247062	48.40	
lysP_yeiE	204	Codirectional-	2248533	2248736	48.44	
yeiE_yeiH	98	Divergent	2249619	2249716	48.47	
yeiH_nfo	73	Codirectional+	2250767	2250839	48.49	
nfo_yeiI	2	Codirectional+	2251698	2251699	48.51	
yeiI_nupX	106	Convergent	2252789	2252894	48.53	
nupX_rihB	99	Codirectional-	2254146	2254244	48.56	
rihB_yeiL	168	Divergent	2255187	2255354	48.59	
yeiL_psuT	70	Convergent	2256015	2256084	48.60	
psuT_psuG	93	Codirectional-	2257336	2257428	48.63	
